Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Product Category,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dogfriz-core-cooling-vest,Dogfriz Core Cooling Vest,"<p>The <strong>Dogfriz Core Cooling Vest</strong> is designed as a physical thermoregulation aid to help dogs safely exercise and explore during high-heat conditions. Since dogs cannot sweat, they lack a natural mechanism to dissipate heat through their skin. This vest acts as an external, artificial sweat layer, using advanced material science to keep your dog comfortable and protected.</p><h3>Key Features & Materials</h3><ul><li><strong>Three-Layer Evaporative System:</strong> Reflective Mesh Outer Layer, Super-Absorbent Middle Layer, and Wicking Inner Comfort Layer.</li><li><strong>Ergonomic Athletic Fit:</strong> Deep chest panel for target heat-exchange zones.</li><li><strong>Integrated Harness Attachment:</strong> Dual-point zipper entry on the back.</li></ul>",Dogfriz,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel,Cooling Vest,"cooling, vest, summer safety, active gear",true,Size,S,,,,df-vest-s,250,shopify,100,deny,manual,39.99,,true,true,,https://dogfriz.com/assets/images/product_cooling_vest.jpg,1,Dogfriz Core Cooling Vest,false,Dogfriz Core Evaporative Cooling Vest | Canine Thermal Regulation,Explore the technology behind the Dogfriz Core Cooling Vest. Featuring an engineered three-layer evaporative mesh system that naturally cools your dog.,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel,,,15.00,active
dogfriz-core-cooling-vest,,,,,,,,Size,M,,,,df-vest-m,300,shopify,100,deny,manual,39.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-core-cooling-vest,,,,,,,,Size,L,,,,df-vest-l,350,shopify,100,deny,manual,39.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-core-cooling-vest,,,,,,,,Size,XL,,,,df-vest-xl,400,shopify,100,deny,manual,39.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-pressure-activated-gel-cooling-mat,Dogfriz Pressure-Activated Gel Cooling Mat,"<p>The <strong>Dogfriz Cooling Mat</strong> is designed to provide rapid post-exercise recovery and comfortable resting spots for dogs indoors or in the shade. Dogs generate a substantial amount of internal metabolic heat during activity, which is difficult for them to release when resting on insulating carpets or standard pet beds.</p><h3>Key Features & Technology</h3><ul><li><strong>Pressure-Activated Gel Core:</strong> Formulated to react directly to your dog's weight. No water or refrigeration needed.</li><li><strong>Durable & Pet-Safe Materials:</strong> 100% non-toxic, pet-safe, and biodegradable with a puncture-resistant 300D Oxford nylon exterior.</li><li><strong>Highly Portable & Multi-Use:</strong> Folds easily for car seats, crates, and travel.</li></ul>",Dogfriz,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Beds,Cooling Mat,"cooling, mat, indoor recovery, bed",true,Size,Medium,,,,df-mat-m,1500,shopify,100,deny,manual,29.99,,true,true,,https://dogfriz.com/assets/images/product_cooling_mat.jpg,1,Dogfriz Pressure-Activated Gel Cooling Mat,false,Dogfriz Pressure-Activated Gel Cooling Mat for Dogs | Dog Recovery,Keep your dog cool and comfortable indoors. Learn about the Dogfriz Cooling Mat utilizing pressure-activated gel technology that absorbs heat without refrigeration.,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Beds,,,11.00,active
dogfriz-pressure-activated-gel-cooling-mat,,,,,,,,Size,Large,,,,df-mat-l,2500,shopify,100,deny,manual,29.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-pressure-activated-gel-cooling-mat,,,,,,,,Size,Extra Large,,,,df-mat-xl,3500,shopify,100,deny,manual,29.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-portable-hydration-flask,Dogfriz Portable Hydration Flask,"<p>Proper hydration is the absolute first line of defense against canine heat stroke and physical exhaustion. The <strong>Dogfriz Portable Hydration Flask</strong> is designed for active pet owners who need a fast, leak-proof, and clean way to hydrate their dogs during hikes, walks, or park trips. It integrates a lightweight, durable water bottle with a food-grade silicone drinking leaf, allowing for effortless, one-handed operation.</p><h3>Key Features & Design</h3><ul><li><strong>One-Handed Water Release & Recirculation:</strong> One-button flow control with water recirculation to prevent waste.</li><li><strong>Double-Sealed Leak-Proof Design:</strong> Mechanical lock switch with food-grade silicone sealing ring.</li><li><strong>Safe & Durable Construction:</strong> High-density, BPA-free Tritan plastic with carrying wrist strap.</li></ul>",Dogfriz,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Bowls & Feeders,Hydration Flask,"hydration, bottle, flask, active gear",true,Size,One Size,,,,df-flask-os,250,shopify,150,deny,manual,19.99,,true,true,,https://dogfriz.com/assets/images/product_portable_flask.jpg,1,Dogfriz Portable Hydration Flask,false,Dogfriz Portable Leak-Proof Hydration Flask for Dogs | Travel Water Bottle,Explore the Dogfriz Portable Hydration Flask featuring a leak-proof lock, a wide drinking bowl lid, and one-handed operation. Keep your dog hydrated on-the-go.,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Bowls & Feeders,,,6.50,active
dogfriz-summer-safety-essentials-kit,Dogfriz Summer Safety Essentials Kit,"<p>The <strong>Dogfriz Summer Safety Essentials Kit</strong> combines our two most popular active outdoor gear pieces—the <strong>Core Evaporative Cooling Vest</strong> and the <strong>Portable Hydration Flask</strong>—into one cohesive system. This kit is the perfect solution for daily walkers, hikers, and beach lovers who refuse to let the summer heat keep them indoors.</p><h3>Why These Two Products Work Better Together</h3><ol><li><strong>Continuous External Cooling (The Vest):</strong> Submerge the Core Vest before you leave home to keep chest and lungs cool.</li><li><strong>Immediate Internal Cool-Down (The Flask):</strong> Offering small, frequent sips from the Portable Flask cools down their mouth and throat instantly.</li><li><strong>The Trail Reactivation Hack:</strong> Use the Portable Flask to pour a small stream of cool water directly onto the vest to reactivate cooling.</li></ol>",Dogfriz,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel,Bundle,"bundle, vest, flask, summer safety",true,Size,S,,,,df-kit-s,500,shopify,100,deny,manual,49.99,,true,true,,https://dogfriz.com/assets/images/bundle_summer_safety_kit.jpg,1,Dogfriz Summer Safety Essentials Kit,false,The Summer Safety Essentials Kit | Core Vest & Hydration Flask,Prepare your dog for active hot-weather walks. The Summer Safety Essentials Kit combines evaporative core cooling with portable, leak-proof hydration.,Animals & Pet Supplies > Pet Supplies > Dog Supplies > Dog Apparel,,,21.50,active
dogfriz-summer-safety-essentials-kit,,,,,,,,Size,M,,,,df-kit-m,550,shopify,100,deny,manual,49.99,,true,true,,,,,,,,,,,,,,g,,,active
dogfriz-summer-safety-essentials-kit,,,,,,,,Size,L,,,,df-kit-l,600,shopify,100,deny,manual,49.99,,true,true,,,,,,,,,,,,,,g,,,active
